Date,Open,High,Low,Close,Adj Close,Volume
2018-01-02,195.779999,199.500000,194.500000,199.350006,198.590637,8890400
2018-01-03,204.100006,213.699997,203.750000,212.470001,211.660645,22867600
2018-01-04,215.759995,218.050003,212.690002,213.589996,212.776382,14581700
2018-01-05,214.190002,216.910004,211.080002,215.399994,214.579498,14503100
2018-01-08,220.399994,225.000000,218.580002,222.000000,221.154343,22030400
2018-01-09,222.220001,223.820007,218.639999,221.940002,221.094574,12425000
2018-01-10,218.199997,223.820007,216.000000,223.679993,222.827942,14566600
2018-01-11,225.000000,226.270004,223.210007,224.080002,223.226425,10150800
2018-01-12,223.600006,224.990005,221.339996,222.979996,222.130615,8997900
2018-01-16,224.050003,227.509995,216.690002,220.110001,219.271545,17558700
2018-01-17,220.699997,225.119995,216.899994,224.720001,223.863983,13407100
2018-01-18,223.940002,226.639999,222.679993,224.440002,223.585068,10215800
2018-01-19,228.089996,231.089996,227.000000,230.110001,229.233459,15234500
2018-01-22,230.429993,233.759995,228.100006,233.690002,232.799805,13773600
2018-01-23,235.850006,239.830002,235.100006,238.910004,237.999954,11880700
2018-01-24,239.039993,240.490005,233.550003,235.800003,234.901794,14499300
2018-01-25,238.000000,239.750000,235.750000,236.350006,235.449707,10247100
2018-01-26,238.119995,243.339996,237.600006,243.330002,242.403107,12908900
2018-01-29,242.740005,248.110001,240.610001,246.850006,245.909683,11377900
2018-01-30,241.110001,246.419998,238.410004,242.720001,241.795410,14270800
2018-01-31,245.770004,249.270004,244.449997,245.800003,244.863693,11964400
2018-02-01,238.520004,246.899994,238.059998,240.500000,239.583878,12980600
2018-02-02,237.000000,237.970001,231.169998,233.520004,232.630478,17961600
2018-02-05,227.000000,233.229996,205.000000,213.699997,212.885971,29130100
2018-02-06,204.399994,225.699997,204.000000,225.580002,224.720718,27870000
2018-02-07,229.580002,234.970001,226.699997,228.800003,227.928467,20073300
2018-02-08,233.880005,235.220001,217.509995,217.520004,216.691422,28600000
2018-02-09,238.250000,238.889999,217.520004,232.080002,231.195969,41865100
2018-02-12,235.360001,235.479996,225.029999,228.029999,227.161392,27329300
2018-02-13,226.559998,234.500000,225.250000,232.630005,231.743866,15638100
2018-02-14,231.000000,242.589996,230.550003,241.419998,240.500381,18624700
2018-02-15,244.789993,248.369995,241.520004,246.500000,245.561020,17472500
2018-02-16,245.399994,250.000000,243.470001,243.839996,242.911163,15941400
2018-02-20,244.750000,251.869995,244.600006,249.080002,248.131195,17156000
2018-02-21,251.690002,251.970001,241.360001,241.509995,240.590027,22307300
2018-02-22,242.729996,245.630005,239.500000,242.149994,241.377502,13359100
2018-02-23,244.570007,245.929993,242.520004,245.929993,245.145462,10382500
2018-02-26,247.800003,247.979996,244.059998,246.580002,245.793365,11732800
2018-02-27,245.500000,248.910004,245.130005,246.059998,245.275024,11385900
2018-02-28,246.500000,248.100006,241.529999,242.000000,241.227982,13077900
2018-03-01,241.910004,244.089996,228.119995,232.210007,231.469223,26003000
2018-03-02,227.860001,236.800003,221.850006,236.539993,235.785400,22835700
2018-03-05,234.509995,237.250000,229.520004,235.649994,234.898239,15519400
2018-03-06,239.100006,242.940002,237.360001,242.160004,241.387482,15920200
2018-03-07,238.000000,243.949997,237.949997,241.839996,241.068512,14530200
